Name,ID,Country,Website,Groups,Aggregated subsidiaries,Region,Stage,Sector,Description,Description source,Description link,Description date,Publications: AI publications,Publications: Recent AI publication growth,Publications: AI publication percentage,Publications: AI publications in top conferences,Publications: Citations to AI research,Publications: CV publications,Publications: NLP publications,Publications: Robotics publications,Publications: AI safety publications,Publications: Large language model publications,Publications: Total publications,Patents: AI patents,Patents: AI patents: recent growth,Patents: AI patent percentage,Patents: Granted AI patents,Patents: Total patents,Patents: AI use cases: Agriculture,Patents: AI use cases: Banking and finance,Patents: AI use cases: Business,Patents: AI use cases: Computing in government,Patents: AI use cases: Document management and publishing,Patents: AI use cases: Education,Patents: AI use cases: Energy,Patents: AI use cases: Entertainment,Patents: AI use cases: Industry and manufacturing,Patents: AI use cases: Life sciences,Patents: AI use cases: Military,Patents: AI use cases: Nanotechnology,Patents: AI use cases: Networking,Patents: AI use cases: Personal devices and computing,Patents: AI use cases: Physical sciences and engineering,Patents: AI use cases: Security,Patents: AI use cases: Semiconductors,Patents: AI use cases: Telecommunications,Patents: AI use cases: Transportation,Patents: AI applications and techniques: Analytics and algorithms,Patents: AI applications and techniques: Computer vision,Patents: AI applications and techniques: Control,Patents: AI applications and techniques: Distributed AI,Patents: AI applications and techniques: Knowledge representation,Patents: AI applications and techniques: Language processing,Patents: AI applications and techniques: Measuring and testing,Patents: AI applications and techniques: Planning and scheduling,Patents: AI applications and techniques: Robotics,Patents: AI applications and techniques: Speech processing,Workforce: AI workers,Workforce: Tech Team 1 workers,City,State/province,PARAT link
Honeywell International,846,United States,https://www.honeywell.com/,S&P 500,,North America,Mature,Consumer Goods Conglomerates,"Honeywell International is a technology and manufacturing company that offers energy, safety, and security solutions and technologies.",crunchbase,https://www.crunchbase.com/organization/honeywell,2024-05-16,136,-2.520189362294625,6.8,9,1771,38,4,20,6,0,1987,387,51.57983193277311,3.4,212,11527,0,26,60,4,0,6,30,1,32,18,1,2,1,147,28,66,4,73,59,51,62,129,1,43,6,82,55,0,11,469,9303,Charlotte,North Carolina,https://parat.eto.tech/company/846-honeywell-international
HP,833,United States,http://www.hp.com,S&P 500,,North America,Mature,Technology Equipment,"HP is a manufacturer and seller of personal computers, printers, computer hardwares, and business solutions.",crunchbase,https://www.crunchbase.com/organization/hewlett-packard,2024-05-16,235,-3.6928104575163374,13.2,18,13710,81,20,10,5,2,1787,305,239.1186299081036,2.8,42,10973,0,0,21,0,10,2,3,6,49,20,0,0,3,180,2,19,0,85,0,37,94,17,0,14,4,14,15,0,14,981,8871,Palo Alto,California,https://parat.eto.tech/company/833-hp
Hewlett Packard Enterprise,487,United States,https://www.hpe.com,S&P 500,,North America,Mature,Technology Equipment,Hewlett Packard Enterprise is an edge-to-cloud company that uses comprehensive solutions to accelerate business outcomes.,crunchbase,https://www.crunchbase.com/organization/hewlett-packard-enterprise,2024-05-16,102,15.555555555555557,8.2,10,956,27,3,3,2,1,1245,477,63.333333333333336,7.7,234,6187,0,3,39,0,0,2,0,0,1,3,0,0,10,341,0,45,5,190,4,76,35,22,5,37,4,4,21,0,0,981,8871,Palo Alto,California,https://parat.eto.tech/company/487-hewlett-packard-enterprise
Fiserv,2322,United States,https://www.fiserv.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,Fiserv is a provider of technology solutions to the financial services industry.,crunchbase,https://www.crunchbase.com/organization/fiserv,2024-05-16,0,,0.0,0,0,0,0,0,0,0,14,1,,1.9,1,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,8769,Brookfield,Wisconsin,https://parat.eto.tech/company/2322-fiserv
S&P Global,668,United States,https://www.spglobal.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,S&P Global is a market intelligence company that provides financial information and data analytics services.,crunchbase,https://www.crunchbase.com/organization/s-p-global,2024-05-16,7,-100.0,10.9,0,21,1,3,0,0,0,64,26,-50.0,34.2,13,76,0,9,14,0,0,0,0,0,0,1,0,0,0,19,0,0,0,1,0,0,3,0,0,7,0,1,9,0,0,3050,8695,New York,New York,https://parat.eto.tech/company/668-s-p-global
Booz Allen Hamilton,364,United States,http://www.boozallen.com,,,North America,Mature,Industrial & Commercial Services,"Booz Allen Hamilton is a consulting firm that specializes in analytics, technology, and engineering.",crunchbase,https://www.crunchbase.com/organization/booz-allen-hamilton,2024-05-16,188,1.3597513597513604,18.5,38,7907,59,17,18,15,10,1015,45,0.0,32.4,29,139,0,0,1,0,0,0,0,0,2,2,0,0,0,26,0,7,0,17,5,3,10,1,1,1,0,6,1,0,1,2107,8172,Mclean,Virginia,https://parat.eto.tech/company/364-booz-allen-hamilton
Advanced Micro Devices,327,United States,http://www.amd.com,S&P 500,,North America,Mature,Technology Equipment,"Advanced Micro Devices, Inc. (AMD) is an American multinational corporation and semiconductor company based in Santa Clara, California, that develops computer processors and related technologies for business and consumer markets.",wikipedia,https://en.wikipedia.org/wiki/AMD,2024-05-24,136,28.888888888888886,10.1,14,2158,29,7,3,2,6,1344,406,70.15873015873017,8.4,255,4856,0,0,1,0,0,0,0,4,0,1,0,0,0,272,0,3,1,52,1,26,57,26,4,7,0,7,0,0,8,178,8024,Santa Clara,California,https://parat.eto.tech/company/327-advanced-micro-devices
Walmart,793,United States,http://www.walmart.com,S&P 500,,North America,Mature,Food & Drug Retailing,Walmart is a retail corporation that operates several chains of discount department and warehouse stores.,crunchbase,https://www.crunchbase.com/organization/walmart,2024-05-16,178,17.075163398692812,28.6,64,5382,29,33,2,7,10,623,559,39.094630170579535,17.5,328,3197,1,55,375,0,0,1,12,0,49,8,1,0,4,270,8,34,0,60,80,3,79,87,1,41,8,29,166,13,28,1626,7728,Bentonville,Arkansas,https://parat.eto.tech/company/793-walmart
Goldman Sachs,471,United States,http://www.goldmansachs.com/,S&P 500,,North America,Mature,Banking & Investment Services,"Goldman Sachs is a multinational financial services firm providing securities, investment banking, and management services.",crunchbase,https://www.crunchbase.com/organization/goldman-sachs,2024-05-16,28,44.44444444444445,9.0,6,709,2,8,0,1,0,310,23,-13.888888888888888,20.7,18,111,0,5,4,0,0,0,0,0,0,0,0,1,0,15,0,2,1,3,0,2,0,1,0,3,1,0,3,0,0,1499,7641,New York,New York,https://parat.eto.tech/company/471-goldman-sachs
ServiceNow,840,United States,http://www.servicenow.com/,S&P 500,,North America,Mature,Software & IT Services,"ServiceNow provides cloud-based solutions that define, structure, manage, and automate services for enterprise operations.",crunchbase,https://www.crunchbase.com/organization/service-now-com,2024-05-16,69,120.0,63.3,23,1421,13,22,1,10,10,109,263,343.53354978354974,25.2,145,1044,0,4,50,0,0,0,0,2,3,0,0,0,0,192,1,12,0,66,5,27,38,4,2,26,8,3,43,0,7,439,7620,Santa Clara,California,https://parat.eto.tech/company/840-servicenow
Bosch,800,Germany,http://www.bosch.com,,,Europe,Mature,Automobiles & Auto Parts,The Bosch Group is a supplier of technology and services.,crunchbase,https://www.crunchbase.com/organization/bosch,2024-05-16,1840,6.713538678817174,18.8,272,60656,520,169,451,190,48,9803,3030,118.67212808663585,5.3,688,57543,15,56,110,2,0,10,248,5,237,61,0,2,3,1109,98,115,25,299,537,304,439,843,0,158,6,489,101,1,53,500,7310,Stuttgart,Baden-Wurttemberg,https://parat.eto.tech/company/800-bosch
T-Mobile,831,United States,https://www.t-mobile.com/,S&P 500,,North America,Mature,Telecommunications Services,"T-Mobile is a telecommunications company that provides wireless communication services, including mobile phone and internet services.",crunchbase,https://www.crunchbase.com/organization/t-mobile,2024-05-16,13,50.0,10.7,2,161,5,0,0,0,0,122,246,76.98412698412697,5.6,174,4401,0,6,36,0,0,5,1,0,1,0,0,0,0,88,1,22,0,192,4,57,7,12,1,19,0,11,15,0,16,569,7306,Bellevue,Washington,https://parat.eto.tech/company/831-t-mobile
Uber,737,United States,http://www.uber.com,S&P 500,,North America,Mature,Software & IT Services,"Uber develops, markets, and operates a ride-sharing mobile application that allows consumers to submit a trip request.",crunchbase,https://www.crunchbase.com/organization/uber,2024-05-16,187,-56.60235605241015,43.1,80,17772,52,16,25,20,8,434,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,7305,San Francisco,California,https://parat.eto.tech/company/737-uber
The Bank Of New York Mellon,2229,United States,https://www.bnymellon.com/,S&P 500,,North America,Mature,Banking & Investment Services,BNY Mellon delivers informed investment management and investment services in 35 countries and serves clients around the world.,crunchbase,https://www.crunchbase.com/organization/bnymellon,2024-05-16,13,25.0,14.6,1,71,2,2,0,0,1,89,34,0.0,43.6,10,78,0,8,7,0,0,0,1,0,0,1,0,0,0,19,0,2,0,7,0,3,1,0,0,4,0,0,4,0,0,921,7245,New York,New York,https://parat.eto.tech/company/2229-the-bank-of-new-york-mellon
IQVIA,516,United States,https://www.iqvia.com/,S&P 500,,North America,Mature,Pharmaceuticals & Medical Research,"IQVIA provides analytics, compliance, and management solutions to the life sciences industry.",crunchbase,https://www.crunchbase.com/organization/quintilesims,2024-05-16,151,21.388240716734362,2.2,40,3724,7,18,2,4,7,6785,48,52.77777777777778,34.5,26,139,0,3,10,0,0,0,0,0,0,28,0,0,1,22,0,7,0,2,0,2,0,0,0,10,0,0,3,0,0,1735,7244,Danbury,Connecticut,https://parat.eto.tech/company/516-iqvia
Philips,201,Netherlands,https://www.philips.co.uk/,,,Europe,Mature,Healthcare Services & Equipment,"Philips is a technology company that operates in various fields, including healthcare, consumer electronics, lighting, and home appliances.",crunchbase,https://www.crunchbase.com/organization/koninklijke-philips,2024-05-16,1078,1.527777777777778,9.9,43,32275,500,79,48,11,10,10929,1359,46.44107062528116,10.5,415,12986,0,8,57,0,0,9,2,4,15,973,0,0,2,269,2,34,0,65,2,337,530,22,3,36,10,137,48,0,33,425,7213,Amsterdam,Noord-Holland,https://parat.eto.tech/company/201-philips
Automatic Data Processing,2224,United States,https://www.adp.com/,S&P 500,,North America,Mature,Software & IT Services,"ADP provides business outsourcing solutions that facilitate businesses in HR, payroll, and administration processes.",crunchbase,https://www.crunchbase.com/organization/adp,2024-05-16,6,-100.0,8.8,0,37,3,0,2,0,0,68,82,291.6666666666667,14.7,36,558,0,26,58,0,0,4,0,0,0,1,0,0,0,46,0,4,0,10,1,0,1,1,0,17,0,1,48,0,2,444,7065,Roseland,New Jersey,https://parat.eto.tech/company/2224-automatic-data-processing
Intuit,514,United States,http://www.intuit.com,S&P 500,,North America,Mature,Financial Technology (Fintech) & Infrastructure,"Intuit offers business and financial management solutions for small businesses, consumers, and self-employed individuals.",crunchbase,https://www.crunchbase.com/organization/intuit,2024-05-16,134,3.1018518518518525,36.2,27,3284,14,26,46,5,6,370,622,46.67158067158067,39.4,449,1579,0,163,174,3,0,2,0,1,1,2,0,0,14,440,0,38,0,80,1,3,32,2,0,93,13,5,73,0,30,717,6606,Mountain View,California,https://parat.eto.tech/company/514-intuit
Leidos Holdings,839,United States,https://www.leidos.com/,S&P 500,,North America,Mature,Software & IT Services,"Leidos holdings is a provider of scientific, engineering, systems integration and technical services and solutions.",crunchbase,https://www.crunchbase.com/organization/leidos-holdings,2024-05-16,130,17.63888888888889,1.9,4,8882,44,3,18,4,1,6766,17,-25.0,9.0,7,188,0,0,1,0,0,1,0,0,0,3,0,0,0,9,1,4,0,3,1,0,6,1,0,3,0,3,1,0,0,340,6587,Reston,Virginia,https://parat.eto.tech/company/839-leidos-holdings
Tencent,245,China,https://www.tencent.com/,"Global Big Tech, GenAI Contenders",,Asia,Mature,Software & IT Services,"Tencent is an internet service portal offering value-added internet, mobile, telecom, and online advertising services.",crunchbase,https://www.crunchbase.com/organization/tencent,2024-05-16,4915,17.42034235106655,73.0,2316,169496,2217,1195,197,228,571,6729,10493,153.56220455414856,22.0,4466,47763,5,244,672,20,0,34,24,425,181,362,0,11,84,5544,14,272,10,1150,445,168,1844,91,2,118,24,122,302,0,728,1010,6457,Shenzhen,Guangdong,https://parat.eto.tech/company/245-tencent
U.S. Bancorp,2175,United States,https://www.usbank.com/index.html,S&P 500,,North America,Mature,Banking & Investment Services,"U.S. Bancorp is a financial holding company, offers banking, investment, mortgage, trust, and payment services and products for its clients",crunchbase,https:// https://www.crunchbase.com/organization/u-s-bancorp,2024-05-16,0,,0.0,0,0,0,0,0,0,0,6,8,,34.8,2,23,0,5,2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,587,5971,Minneapolis,Minnesota,https://parat.eto.tech/company/2175-u-s-bancorp
Expedia Group,822,United States,https://www.expediagroup.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,Expedia Group is a internet providing company they help people experience the world in new ways and build lasting connections.,crunchbase,https:// https://www.crunchbase.com/organization/expedia-group,2024-05-16,37,-4.4444444444444455,39.4,6,504,1,6,7,1,1,94,11,,12.6,5,87,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,912,5956,Seattle,Washington,https://parat.eto.tech/company/822-expedia-group
Charter Communications,1985,United States,https://corporate.charter.com/,S&P 500,,North America,Mature,Industrial Goods,Charter is a telecommunications and mass media company that offers its services to consumers and businesses under the branding of Spectrum.,crunchbase,https:// https://www.crunchbase.com/organization/charter-communications,2024-05-16,3,,23.1,0,6,1,0,0,0,0,13,52,200.0,5.3,39,975,0,1,5,0,0,0,0,0,0,1,0,0,0,16,0,6,0,44,0,23,7,0,0,1,0,3,1,0,0,515,5914,Stamford,Connecticut,https://parat.eto.tech/company/1985-charter-communications
Broadcom,2236,United States,https://www.broadcom.com/,S&P 500,,North America,Mature,Technology Equipment,"Broadcom is a designer, developer, and global supplier of a broad range of analog and digital semiconductor connectivity solutions.",crunchbase,https://www.crunchbase.com/organization/broadcom,2024-05-16,25,25.0,2.3,0,598,2,5,0,2,2,1104,183,-4.4892188052315305,4.2,105,4363,0,3,14,0,0,0,0,0,0,2,0,0,2,122,0,36,0,81,0,15,15,2,1,17,3,1,12,0,2,38,5752,San Jose,California,https://parat.eto.tech/company/2236-broadcom
GE Healthcare,462,United States,http://www.gehealthcare.com,S&P 500,,North America,Mature,Unknown,"GE HealthCare Technologies, Inc. is an American multinational medical technology company headquartered in Chicago, Illinois. It was spun-off from General Electric on January 4, 2023, with GE retaining 6.7%. As of 2017, it is a manufacturer and distributor of diagnostic imaging agents and radiopharmaceuticals for imaging modalities used in medical imaging procedures. It offers dyes used in magnetic-resonance-imaging procedures; manufactures medical diagnostic equipment, including CT image machines; MRI, X-ray; ultrasound; cath labs; mammogram; Nuclear Medicine Cameras; and develops health technology for medical imaging and information technologies, medical diagnostics, patient monitoring systems, disease research, drug discovery, and biopharmaceutical manufacturing. It was incorporated in 1994 and operates in more than 100 countries. ",wikipedia,https://en.wikipedia.org/wiki/GE_Healthcare,2024-06-18,221,61.88552188552188,7.7,1,5284,115,2,1,1,1,2875,470,231.024531024531,21.3,214,2203,0,0,9,0,0,0,1,0,3,361,0,0,1,74,0,4,0,8,0,68,324,4,0,7,0,58,9,0,0,357,5175,Chicago,Illinois,https://parat.eto.tech/company/462-ge-healthcare
Synopsys,845,United States,http://www.synopsys.com,S&P 500,,North America,Mature,Software & IT Services,"Synopsys is a software company providing electronic design automation (EDA), semiconductor IP, software quality, and security solutions.",crunchbase,https://www.crunchbase.com/organization/synopsys,2024-05-16,119,23.33270594140159,6.9,3,1422,9,3,2,1,0,1732,95,78.05555555555556,8.7,70,1093,0,0,0,0,0,0,0,0,2,0,0,1,0,93,0,5,7,4,0,38,2,4,0,2,0,6,0,0,0,102,5015,Mountain View,California,https://parat.eto.tech/company/845-synopsys
Motorola Solutions,2422,United States,https://www.motorolasolutions.com/,S&P 500,,North America,Mature,Technology Equipment,Motorola Solutions creates mission-critical communication solutions and services for public safety and commercial customers.,crunchbase,https://www.crunchbase.com/organization/motorola-solutions,2024-05-16,30,208.33333333333334,9.5,1,1562,14,0,1,0,1,316,107,11.965811965811966,6.0,76,1780,1,7,20,16,0,0,0,0,0,3,0,0,1,59,1,31,0,52,6,8,32,10,1,6,1,6,17,0,12,88,5015,Chicago,Illinois,https://parat.eto.tech/company/2422-motorola-solutions
Charles Schwab Corporation,2255,United States,https://www.schwab.com/,S&P 500,,North America,Mature,Banking & Investment Services,"Charles Schwab offers a wide range of investment advice, products & services.",crunchbase,https://www.crunchbase.com/organization/charles-schwab,2024-05-16,0,,0.0,0,0,0,0,0,0,0,25,17,,15.2,9,112,0,3,5,0,0,0,0,0,0,0,0,0,0,14,0,3,0,4,0,0,0,0,0,2,0,0,1,0,1,406,4963,Westlake,Texas,https://parat.eto.tech/company/2255-charles-schwab-corporation
Baidu,37,China,http://www.baidu.com,"Global Big Tech, GenAI Contenders",,Asia,Mature,Software & IT Services,Baidu is a search engine that enables individuals to obtain information and finds what they need.,crunchbase,https://www.crunchbase.com/organization/baidu,2024-05-16,2129,16.38227810208053,54.7,985,128289,949,480,84,89,198,3890,10710,44.97091419637753,39.0,6120,27456,8,133,646,47,0,37,85,37,152,206,0,2,40,6129,42,237,25,899,911,114,1769,556,3,270,103,457,393,0,768,608,4897,Beijing,Beijing ,https://parat.eto.tech/company/37-baidu
Tesla,247,United States,https://www.tesla.com/,S&P 500,,North America,Mature,Unknown,"Tesla Motors is an electric vehicle and clean energy company that provides electric cars, solar, and renewable energy solutions.",crunchbase,https://www.crunchbase.com/organization/tesla-motors,2024-05-16,15,-100.0,6.3,1,503,4,1,3,1,1,237,59,379.4871794871795,8.0,31,742,0,3,1,0,0,0,2,0,0,2,0,0,1,34,2,1,1,3,15,2,13,18,0,1,0,5,1,0,0,834,4869,Palo Alto,California,https://parat.eto.tech/company/247-tesla
Target,710,United States,https://www.target.com/,S&P 500,,North America,Mature,Retailers,"Target is an American retailing company providing access to a wide selection of products such as furniture, electronics, toys, and more.",crunchbase,https://www.crunchbase.com/organization/target,2024-05-16,70,36.58730158730159,2.5,7,1003,23,4,5,1,0,2762,58,167.40740740740742,5.6,39,1040,0,7,37,0,0,0,0,0,4,0,0,0,0,26,0,4,0,9,1,0,12,1,1,2,1,0,20,0,0,862,4817,Minneapolis,Minnesota,https://parat.eto.tech/company/710-target
Autodesk,345,United States,http://www.autodesk.com,S&P 500,,North America,Mature,Software & IT Services,"Autodesk develops 3D design software for use in the architecture, engineering, construction, and media industries.",crunchbase,https://www.crunchbase.com/organization/autodesk,2024-05-16,161,16.84299895506792,20.6,35,6966,47,6,37,3,10,782,99,90.0,20.5,44,483,0,1,7,0,0,0,0,0,12,0,0,0,0,84,5,0,0,1,0,45,40,10,0,8,0,0,7,0,1,328,4795,San Rafael,California,https://parat.eto.tech/company/345-autodesk
